"species"	"site"	"season"	"count"
"3"	"81"	"10"	0
"4"	"81"	"10"	0
"5"	"81"	"10"	0
"6"	"81"	"10"	0
"7"	"81"	"10"	1
"8"	"81"	"10"	13
"9"	"81"	"10"	1
"10"	"81"	"10"	11
"1"	"82"	"10"	0
"2"	"82"	"10"	0
"3"	"82"	"10"	7
"4"	"82"	"10"	1
"5"	"82"	"10"	0
"6"	"82"	"10"	0
"7"	"82"	"10"	2
"8"	"82"	"10"	17
"9"	"82"	"10"	2
"10"	"82"	"10"	14
"1"	"83"	"10"	NA
"2"	"83"	"10"	NA
"3"	"83"	"10"	NA
"4"	"83"	"10"	NA
"5"	"83"	"10"	NA
"6"	"83"	"10"	NA
"7"	"83"	"10"	NA
"8"	"83"	"10"	NA
"9"	"83"	"10"	NA
"10"	"83"	"10"	NA
"1"	"84"	"10"	2
"2"	"84"	"10"	0
"3"	"84"	"10"	1
"4"	"84"	"10"	2
"5"	"84"	"10"	0
"6"	"84"	"10"	0
"7"	"84"	"10"	0
"8"	"84"	"10"	0
"9"	"84"	"10"	0
"10"	"84"	"10"	0
"1"	"85"	"10"	1
"2"	"85"	"10"	14
"3"	"85"	"10"	10
"4"	"85"	"10"	3
"5"	"85"	"10"	0
"6"	"85"	"10"	0
"7"	"85"	"10"	0
"8"	"85"	"10"	0
"9"	"85"	"10"	0
"10"	"85"	"10"	0
"1"	"86"	"10"	2
"2"	"86"	"10"	5
"3"	"86"	"10"	0
"4"	"86"	"10"	2
"5"	"86"	"10"	0
"6"	"86"	"10"	0
"7"	"86"	"10"	0
"8"	"86"	"10"	0
"9"	"86"	"10"	0
"10"	"86"	"10"	0
"1"	"87"	"10"	2
"2"	"87"	"10"	11
"3"	"87"	"10"	1
"4"	"87"	"10"	4
"5"	"87"	"10"	0
"6"	"87"	"10"	0
"7"	"87"	"10"	1
"8"	"87"	"10"	0
"9"	"87"	"10"	0
"10"	"87"	"10"	0
"1"	"88"	"10"	4
"2"	"88"	"10"	3
"3"	"88"	"10"	4
"4"	"88"	"10"	1
"5"	"88"	"10"	0
"6"	"88"	"10"	0
"7"	"88"	"10"	0
"8"	"88"	"10"	0
"9"	"88"	"10"	1
"10"	"88"	"10"	1
"1"	"89"	"10"	6
"2"	"89"	"10"	8
"3"	"89"	"10"	11
"4"	"89"	"10"	6
"5"	"89"	"10"	0
"6"	"89"	"10"	0
"7"	"89"	"10"	0
"8"	"89"	"10"	0
"9"	"89"	"10"	8
"10"	"89"	"10"	8
"1"	"90"	"10"	0
"2"	"90"	"10"	1
"3"	"90"	"10"	20
"4"	"90"	"10"	13
"5"	"90"	"10"	0
"6"	"90"	"10"	0
"7"	"90"	"10"	1
"8"	"90"	"10"	0
"9"	"90"	"10"	0
"10"	"90"	"10"	0
"1"	"91"	"10"	4
"2"	"91"	"10"	4
"3"	"91"	"10"	0
"4"	"91"	"10"	1
"5"	"91"	"10"	6
"6"	"91"	"10"	0
"7"	"91"	"10"	0
"8"	"91"	"10"	0
"9"	"91"	"10"	0
"10"	"91"	"10"	0
"1"	"92"	"10"	0
"2"	"92"	"10"	2
"3"	"92"	"10"	9
"4"	"92"	"10"	2
"5"	"92"	"10"	0
"6"	"92"	"10"	0
"7"	"92"	"10"	1
"8"	"92"	"10"	0
"9"	"92"	"10"	0
"10"	"92"	"10"	0
"1"	"93"	"10"	2
"2"	"93"	"10"	4
"3"	"93"	"10"	1
"4"	"93"	"10"	5
"5"	"93"	"10"	0
"6"	"93"	"10"	0
"7"	"93"	"10"	0
"8"	"93"	"10"	0
"9"	"93"	"10"	0
"10"	"93"	"10"	0
"1"	"94"	"10"	0
"2"	"94"	"10"	10
"3"	"94"	"10"	3
"4"	"94"	"10"	2
"5"	"94"	"10"	0
"6"	"94"	"10"	0
"7"	"94"	"10"	0
"8"	"94"	"10"	2
"9"	"94"	"10"	0
"10"	"94"	"10"	0
"1"	"95"	"10"	0
"2"	"95"	"10"	1
"3"	"95"	"10"	0
"4"	"95"	"10"	0
"5"	"95"	"10"	0
"6"	"95"	"10"	11
"7"	"95"	"10"	0
"8"	"95"	"10"	0
"9"	"95"	"10"	0
"10"	"95"	"10"	0
"1"	"96"	"10"	0
"2"	"96"	"10"	1
"3"	"96"	"10"	0
"4"	"96"	"10"	0
"5"	"96"	"10"	0
"6"	"96"	"10"	0
"7"	"96"	"10"	0
"8"	"96"	"10"	1
"9"	"96"	"10"	0
"10"	"96"	"10"	0
"1"	"97"	"10"	1
"2"	"97"	"10"	3
"3"	"97"	"10"	1
"4"	"97"	"10"	1
"5"	"97"	"10"	0
"6"	"97"	"10"	0
"7"	"97"	"10"	0
"8"	"97"	"10"	0
"9"	"97"	"10"	0
"10"	"97"	"10"	0
"1"	"98"	"10"	2
"2"	"98"	"10"	14
"3"	"98"	"10"	9
"4"	"98"	"10"	3
"5"	"98"	"10"	0
"6"	"98"	"10"	4
"7"	"98"	"10"	5
"8"	"98"	"10"	0
"9"	"98"	"10"	0
"10"	"98"	"10"	0
"1"	"99"	"10"	0
"2"	"99"	"10"	1
"3"	"99"	"10"	3
"4"	"99"	"10"	4
"5"	"99"	"10"	0
"6"	"99"	"10"	1
"7"	"99"	"10"	0
"8"	"99"	"10"	7
"9"	"99"	"10"	2
"10"	"99"	"10"	18
"1"	"100"	"10"	0
"2"	"100"	"10"	3
"3"	"100"	"10"	0
"4"	"100"	"10"	0
"5"	"100"	"10"	0
"6"	"100"	"10"	0
"7"	"100"	"10"	0
"8"	"100"	"10"	0
"9"	"100"	"10"	0
"10"	"100"	"10"	0
"1"	"1"	"11"	0
"2"	"1"	"11"	0
"3"	"1"	"11"	0
"4"	"1"	"11"	7
"5"	"1"	"11"	0
"6"	"1"	"11"	0
"7"	"1"	"11"	8
"8"	"1"	"11"	15
"9"	"1"	"11"	4
"10"	"1"	"11"	19
"1"	"2"	"11"	0
"2"	"2"	"11"	0
"3"	"2"	"11"	0
"4"	"2"	"11"	0
"5"	"2"	"11"	0
"6"	"2"	"11"	0
"7"	"2"	"11"	4
"8"	"2"	"11"	11
"9"	"2"	"11"	4
"10"	"2"	"11"	18
"1"	"3"	"11"	1
"2"	"3"	"11"	0
"3"	"3"	"11"	0
"4"	"3"	"11"	0
"5"	"3"	"11"	0
"6"	"3"	"11"	0
"7"	"3"	"11"	0
"8"	"3"	"11"	6
"9"	"3"	"11"	0
"10"	"3"	"11"	1
"1"	"4"	"11"	0
"2"	"4"	"11"	0
"3"	"4"	"11"	0
"4"	"4"	"11"	0
"5"	"4"	"11"	0
"6"	"4"	"11"	0
"7"	"4"	"11"	0
"8"	"4"	"11"	26
"9"	"4"	"11"	1
"10"	"4"	"11"	27
"1"	"5"	"11"	0
"2"	"5"	"11"	0
"3"	"5"	"11"	0
"4"	"5"	"11"	0
"5"	"5"	"11"	0
"6"	"5"	"11"	0
"7"	"5"	"11"	1
"8"	"5"	"11"	16
"9"	"5"	"11"	1
"10"	"5"	"11"	15
"1"	"6"	"11"	0
"2"	"6"	"11"	0
"3"	"6"	"11"	1
"4"	"6"	"11"	0
"5"	"6"	"11"	0
"6"	"6"	"11"	0
"7"	"6"	"11"	0
"8"	"6"	"11"	18
"9"	"6"	"11"	1
"10"	"6"	"11"	11
"1"	"7"	"11"	0
"2"	"7"	"11"	0
"3"	"7"	"11"	0
"4"	"7"	"11"	0
"5"	"7"	"11"	0
"6"	"7"	"11"	0
"7"	"7"	"11"	3
"8"	"7"	"11"	10
"9"	"7"	"11"	5
"10"	"7"	"11"	11
"1"	"8"	"11"	0
"2"	"8"	"11"	0
"3"	"8"	"11"	0
"4"	"8"	"11"	0
"5"	"8"	"11"	0
"6"	"8"	"11"	0
"7"	"8"	"11"	0
"8"	"8"	"11"	21
"9"	"8"	"11"	0
"10"	"8"	"11"	14
"1"	"9"	"11"	7
"2"	"9"	"11"	0
"3"	"9"	"11"	0
"4"	"9"	"11"	0
"5"	"9"	"11"	0
"6"	"9"	"11"	0
"7"	"9"	"11"	0
"8"	"9"	"11"	25
"9"	"9"	"11"	0
"10"	"9"	"11"	26
"1"	"10"	"11"	0
"2"	"10"	"11"	0
"3"	"10"	"11"	0
"4"	"10"	"11"	1
"5"	"10"	"11"	0
"6"	"10"	"11"	0
"7"	"10"	"11"	3
"8"	"10"	"11"	21
"9"	"10"	"11"	0
"10"	"10"	"11"	5
"1"	"11"	"11"	0
"2"	"11"	"11"	0
"3"	"11"	"11"	0
"4"	"11"	"11"	0
"5"	"11"	"11"	0
"6"	"11"	"11"	0
"7"	"11"	"11"	2
"8"	"11"	"11"	27
"9"	"11"	"11"	0
"10"	"11"	"11"	23
"1"	"12"	"11"	0
"2"	"12"	"11"	0
"3"	"12"	"11"	16
"4"	"12"	"11"	8
"5"	"12"	"11"	2
"6"	"12"	"11"	4
"7"	"12"	"11"	1
"8"	"12"	"11"	0
"9"	"12"	"11"	3
"10"	"12"	"11"	3
"1"	"13"	"11"	0
"2"	"13"	"11"	0
"3"	"13"	"11"	0
"4"	"13"	"11"	0
"5"	"13"	"11"	0
"6"	"13"	"11"	0
"7"	"13"	"11"	0
"8"	"13"	"11"	14
"9"	"13"	"11"	0
"10"	"13"	"11"	5
"1"	"14"	"11"	NA
"2"	"14"	"11"	NA
"3"	"14"	"11"	NA
"4"	"14"	"11"	NA
"5"	"14"	"11"	NA
"6"	"14"	"11"	NA
"7"	"14"	"11"	NA
"8"	"14"	"11"	NA
"9"	"14"	"11"	NA
"10"	"14"	"11"	NA
"1"	"15"	"11"	0
"2"	"15"	"11"	12
"3"	"15"	"11"	9
"4"	"15"	"11"	10
"5"	"15"	"11"	0
"6"	"15"	"11"	1
"7"	"15"	"11"	0
"8"	"15"	"11"	2
"9"	"15"	"11"	0
"10"	"15"	"11"	0
"1"	"16"	"11"	2
"2"	"16"	"11"	0
"3"	"16"	"11"	12
"4"	"16"	"11"	5
"5"	"16"	"11"	0
"6"	"16"	"11"	0
"7"	"16"	"11"	3
"8"	"16"	"11"	3
"9"	"16"	"11"	0
"10"	"16"	"11"	0
"1"	"17"	"11"	1
"2"	"17"	"11"	8
"3"	"17"	"11"	12
"4"	"17"	"11"	5
"5"	"17"	"11"	0
"6"	"17"	"11"	0
"7"	"17"	"11"	0
"8"	"17"	"11"	2
"9"	"17"	"11"	0
"10"	"17"	"11"	0
"1"	"18"	"11"	NA
"2"	"18"	"11"	NA
"3"	"18"	"11"	NA
"4"	"18"	"11"	NA
"5"	"18"	"11"	NA
"6"	"18"	"11"	NA
"7"	"18"	"11"	NA
"8"	"18"	"11"	NA
"9"	"18"	"11"	NA
"10"	"18"	"11"	NA
"1"	"19"	"11"	4
"2"	"19"	"11"	25
"3"	"19"	"11"	0
"4"	"19"	"11"	2
"5"	"19"	"11"	0
"6"	"19"	"11"	0
"7"	"19"	"11"	0
"8"	"19"	"11"	2
"9"	"19"	"11"	4
"10"	"19"	"11"	4
"1"	"20"	"11"	5
"2"	"20"	"11"	12
"3"	"20"	"11"	1
"4"	"20"	"11"	19
"5"	"20"	"11"	2
"6"	"20"	"11"	0
"7"	"20"	"11"	0
"8"	"20"	"11"	1
"9"	"20"	"11"	0
"10"	"20"	"11"	0
"1"	"21"	"11"	NA
"2"	"21"	"11"	NA
"3"	"21"	"11"	NA
"4"	"21"	"11"	NA
"5"	"21"	"11"	NA
"6"	"21"	"11"	NA
"7"	"21"	"11"	NA
"8"	"21"	"11"	NA
"9"	"21"	"11"	NA
"10"	"21"	"11"	NA
"1"	"22"	"11"	NA
"2"	"22"	"11"	NA
"3"	"22"	"11"	NA
"4"	"22"	"11"	NA
"5"	"22"	"11"	NA
"6"	"22"	"11"	NA
"7"	"22"	"11"	NA
"8"	"22"	"11"	NA
"9"	"22"	"11"	NA
"10"	"22"	"11"	NA
"1"	"23"	"11"	1
"2"	"23"	"11"	0
"3"	"23"	"11"	16
"4"	"23"	"11"	2
"5"	"23"	"11"	0
"6"	"23"	"11"	10
"7"	"23"	"11"	0
"8"	"23"	"11"	0
"9"	"23"	"11"	0
"10"	"23"	"11"	0
"1"	"24"	"11"	1
"2"	"24"	"11"	9
"3"	"24"	"11"	0
"4"	"24"	"11"	3
"5"	"24"	"11"	0
"6"	"24"	"11"	0
"7"	"24"	"11"	0
"8"	"24"	"11"	1
"9"	"24"	"11"	0
"10"	"24"	"11"	0
"1"	"25"	"11"	6
"2"	"25"	"11"	0
"3"	"25"	"11"	6
"4"	"25"	"11"	0
"5"	"25"	"11"	0
"6"	"25"	"11"	2
"7"	"25"	"11"	0
"8"	"25"	"11"	0
"9"	"25"	"11"	0
"10"	"25"	"11"	0
"1"	"26"	"11"	NA
"2"	"26"	"11"	NA
"3"	"26"	"11"	NA
"4"	"26"	"11"	NA
"5"	"26"	"11"	NA
"6"	"26"	"11"	NA
"7"	"26"	"11"	NA
"8"	"26"	"11"	NA
"9"	"26"	"11"	NA
"10"	"26"	"11"	NA
"1"	"27"	"11"	9
"2"	"27"	"11"	0
"3"	"27"	"11"	8
"4"	"27"	"11"	10
"5"	"27"	"11"	0
"6"	"27"	"11"	3
"7"	"27"	"11"	5
"8"	"27"	"11"	0
"9"	"27"	"11"	0
"10"	"27"	"11"	0
"1"	"28"	"11"	4
"2"	"28"	"11"	9
"3"	"28"	"11"	10
"4"	"28"	"11"	7
"5"	"28"	"11"	0
"6"	"28"	"11"	0
"7"	"28"	"11"	0
"8"	"28"	"11"	0
"9"	"28"	"11"	0
"10"	"28"	"11"	0
"1"	"29"	"11"	0
"2"	"29"	"11"	0
"3"	"29"	"11"	5
"4"	"29"	"11"	0
"5"	"29"	"11"	0
"6"	"29"	"11"	5
"7"	"29"	"11"	0
"8"	"29"	"11"	2
"9"	"29"	"11"	4
"10"	"29"	"11"	4
"1"	"30"	"11"	1
"2"	"30"	"11"	0
"3"	"30"	"11"	7
"4"	"30"	"11"	6
"5"	"30"	"11"	0
"6"	"30"	"11"	4
"7"	"30"	"11"	0
"8"	"30"	"11"	0
"9"	"30"	"11"	0
"10"	"30"	"11"	0
"1"	"31"	"11"	NA
"2"	"31"	"11"	NA
"3"	"31"	"11"	NA
"4"	"31"	"11"	NA
"5"	"31"	"11"	NA
"6"	"31"	"11"	NA
"7"	"31"	"11"	NA
"8"	"31"	"11"	NA
"9"	"31"	"11"	NA
"10"	"31"	"11"	NA
"1"	"32"	"11"	0
"2"	"32"	"11"	3
"3"	"32"	"11"	1
"4"	"32"	"11"	2
"5"	"32"	"11"	0
"6"	"32"	"11"	0
"7"	"32"	"11"	0
"8"	"32"	"11"	0
"9"	"32"	"11"	3
"10"	"32"	"11"	3
"1"	"33"	"11"	0
"2"	"33"	"11"	0
"3"	"33"	"11"	0
"4"	"33"	"11"	0
"5"	"33"	"11"	0
"6"	"33"	"11"	0
"7"	"33"	"11"	0
"8"	"33"	"11"	0
"9"	"33"	"11"	0
"10"	"33"	"11"	0
"1"	"34"	"11"	2
"2"	"34"	"11"	0
"3"	"34"	"11"	0
"4"	"34"	"11"	0
"5"	"34"	"11"	0
"6"	"34"	"11"	0
"7"	"34"	"11"	2
"8"	"34"	"11"	10
"9"	"34"	"11"	0
"10"	"34"	"11"	11
"1"	"35"	"11"	0
"2"	"35"	"11"	0
"3"	"35"	"11"	14
"4"	"35"	"11"	0
"5"	"35"	"11"	0
"6"	"35"	"11"	0
"7"	"35"	"11"	8
"8"	"35"	"11"	3
"9"	"35"	"11"	6
"10"	"35"	"11"	6
"1"	"36"	"11"	2
"2"	"36"	"11"	0
"3"	"36"	"11"	0
"4"	"36"	"11"	0
"5"	"36"	"11"	0
"6"	"36"	"11"	0
"7"	"36"	"11"	0
"8"	"36"	"11"	25
"9"	"36"	"11"	1
"10"	"36"	"11"	17
"1"	"37"	"11"	0
"2"	"37"	"11"	0
"3"	"37"	"11"	0
"4"	"37"	"11"	0
"5"	"37"	"11"	0
"6"	"37"	"11"	0
"7"	"37"	"11"	0
"8"	"37"	"11"	28
"9"	"37"	"11"	0
"10"	"37"	"11"	23
"1"	"38"	"11"	NA
"2"	"38"	"11"	NA
"3"	"38"	"11"	NA
"4"	"38"	"11"	NA
"5"	"38"	"11"	NA
"6"	"38"	"11"	NA
"7"	"38"	"11"	NA
"8"	"38"	"11"	NA
"9"	"38"	"11"	NA
"10"	"38"	"11"	NA
"1"	"39"	"11"	0
"2"	"39"	"11"	0
"3"	"39"	"11"	0
"4"	"39"	"11"	0
"5"	"39"	"11"	0
"6"	"39"	"11"	0
"7"	"39"	"11"	0
"8"	"39"	"11"	4
"9"	"39"	"11"	0
"10"	"39"	"11"	0
"1"	"40"	"11"	0
"2"	"40"	"11"	0
"3"	"40"	"11"	8
"4"	"40"	"11"	1
"5"	"40"	"11"	0
"6"	"40"	"11"	0
"7"	"40"	"11"	10
"8"	"40"	"11"	1
"9"	"40"	"11"	2
"10"	"40"	"11"	4
"1"	"41"	"11"	0
"2"	"41"	"11"	0
"3"	"41"	"11"	0
"4"	"41"	"11"	0
"5"	"41"	"11"	0
"6"	"41"	"11"	0
"7"	"41"	"11"	0
"8"	"41"	"11"	10
"9"	"41"	"11"	9
"10"	"41"	"11"	9
"1"	"42"	"11"	0
"2"	"42"	"11"	0
"3"	"42"	"11"	0
"4"	"42"	"11"	0
"5"	"42"	"11"	0
"6"	"42"	"11"	0
"7"	"42"	"11"	0
"8"	"42"	"11"	1
"9"	"42"	"11"	1
"10"	"42"	"11"	2
"1"	"43"	"11"	11
"2"	"43"	"11"	0
"3"	"43"	"11"	0
"4"	"43"	"11"	0
"5"	"43"	"11"	0
"6"	"43"	"11"	0
"7"	"43"	"11"	1
"8"	"43"	"11"	6
"9"	"43"	"11"	1
"10"	"43"	"11"	1
"1"	"44"	"11"	1
"2"	"44"	"11"	0
"3"	"44"	"11"	2
"4"	"44"	"11"	0
"5"	"44"	"11"	0
"6"	"44"	"11"	0
"7"	"44"	"11"	6
"8"	"44"	"11"	22
"9"	"44"	"11"	0
"10"	"44"	"11"	14
"1"	"45"	"11"	0
"2"	"45"	"11"	0
"3"	"45"	"11"	0
"4"	"45"	"11"	0
"5"	"45"	"11"	0
"6"	"45"	"11"	0
"7"	"45"	"11"	0
"8"	"45"	"11"	18
"9"	"45"	"11"	0
"10"	"45"	"11"	11
"1"	"46"	"11"	0
"2"	"46"	"11"	4
"3"	"46"	"11"	0
"4"	"46"	"11"	2
"5"	"46"	"11"	0
"6"	"46"	"11"	0
"7"	"46"	"11"	0
"8"	"46"	"11"	0
"9"	"46"	"11"	3
"10"	"46"	"11"	3
"1"	"47"	"11"	7
"2"	"47"	"11"	0
"3"	"47"	"11"	2
"4"	"47"	"11"	1
"5"	"47"	"11"	1
"6"	"47"	"11"	0
"7"	"47"	"11"	1
"8"	"47"	"11"	11
"9"	"47"	"11"	4
"10"	"47"	"11"	8
"1"	"48"	"11"	0
"2"	"48"	"11"	0
"3"	"48"	"11"	0
"4"	"48"	"11"	0
"5"	"48"	"11"	0
"6"	"48"	"11"	0
"7"	"48"	"11"	0
"8"	"48"	"11"	1
"9"	"48"	"11"	0
"10"	"48"	"11"	0
"1"	"49"	"11"	1
"2"	"49"	"11"	0
"3"	"49"	"11"	1
"4"	"49"	"11"	2
"5"	"49"	"11"	0
"6"	"49"	"11"	0
"7"	"49"	"11"	0
"8"	"49"	"11"	8
"9"	"49"	"11"	1
"10"	"49"	"11"	1
"1"	"50"	"11"	3
"2"	"50"	"11"	0
"3"	"50"	"11"	11
"4"	"50"	"11"	6
"5"	"50"	"11"	0
"6"	"50"	"11"	0
"7"	"50"	"11"	0
"8"	"50"	"11"	0
"9"	"50"	"11"	1
"10"	"50"	"11"	1
"1"	"51"	"11"	0
"2"	"51"	"11"	6
"3"	"51"	"11"	15
"4"	"51"	"11"	6
"5"	"51"	"11"	0
"6"	"51"	"11"	4
"7"	"51"	"11"	5
"8"	"51"	"11"	1
"9"	"51"	"11"	14
"10"	"51"	"11"	14
"1"	"52"	"11"	0
"2"	"52"	"11"	0
"3"	"52"	"11"	1
"4"	"52"	"11"	2
"5"	"52"	"11"	0
"6"	"52"	"11"	0
"7"	"52"	"11"	0
"8"	"52"	"11"	1
"9"	"52"	"11"	0
"10"	"52"	"11"	1
"1"	"53"	"11"	0
"2"	"53"	"11"	0
"3"	"53"	"11"	7
"4"	"53"	"11"	1
"5"	"53"	"11"	0
"6"	"53"	"11"	6
"7"	"53"	"11"	4
"8"	"53"	"11"	1
"9"	"53"	"11"	2
"10"	"53"	"11"	5
"1"	"54"	"11"	5
"2"	"54"	"11"	6
"3"	"54"	"11"	19
"4"	"54"	"11"	20
"5"	"54"	"11"	1
"6"	"54"	"11"	0
"7"	"54"	"11"	1
"8"	"54"	"11"	1
"9"	"54"	"11"	12
"10"	"54"	"11"	12
"1"	"55"	"11"	0
"2"	"55"	"11"	11
"3"	"55"	"11"	0
"4"	"55"	"11"	7
"5"	"55"	"11"	0
"6"	"55"	"11"	0
"7"	"55"	"11"	0
"8"	"55"	"11"	1
"9"	"55"	"11"	0
"10"	"55"	"11"	0
"1"	"56"	"11"	3
"2"	"56"	"11"	0
"3"	"56"	"11"	2
"4"	"56"	"11"	2
"5"	"56"	"11"	0
"6"	"56"	"11"	0
"7"	"56"	"11"	0
"8"	"56"	"11"	0
"9"	"56"	"11"	0
"10"	"56"	"11"	0
"1"	"57"	"11"	12
"2"	"57"	"11"	12
"3"	"57"	"11"	6
"4"	"57"	"11"	3
"5"	"57"	"11"	0
"6"	"57"	"11"	0
"7"	"57"	"11"	0
"8"	"57"	"11"	0
"9"	"57"	"11"	0
"10"	"57"	"11"	0
"1"	"58"	"11"	2
"2"	"58"	"11"	0
"3"	"58"	"11"	0
"4"	"58"	"11"	0
"5"	"58"	"11"	2
"6"	"58"	"11"	1
"7"	"58"	"11"	0
"8"	"58"	"11"	26
"9"	"58"	"11"	0
"10"	"58"	"11"	16
"1"	"59"	"11"	4
"2"	"59"	"11"	0
"3"	"59"	"11"	9
"4"	"59"	"11"	4
"5"	"59"	"11"	0
"6"	"59"	"11"	1
"7"	"59"	"11"	0
"8"	"59"	"11"	0
"9"	"59"	"11"	2
"10"	"59"	"11"	2
"1"	"60"	"11"	0
"2"	"60"	"11"	0
"3"	"60"	"11"	16
"4"	"60"	"11"	12
"5"	"60"	"11"	1
"6"	"60"	"11"	0
"7"	"60"	"11"	5
"8"	"60"	"11"	4
"9"	"60"	"11"	6
"10"	"60"	"11"	6
"1"	"61"	"11"	1
"2"	"61"	"11"	0
"3"	"61"	"11"	4
"4"	"61"	"11"	2
"5"	"61"	"11"	1
"6"	"61"	"11"	0
"7"	"61"	"11"	1
"8"	"61"	"11"	3
"9"	"61"	"11"	0
"10"	"61"	"11"	0
"1"	"62"	"11"	1
"2"	"62"	"11"	0
"3"	"62"	"11"	11
"4"	"62"	"11"	16
"5"	"62"	"11"	0
"6"	"62"	"11"	1
"7"	"62"	"11"	4
"8"	"62"	"11"	5
"9"	"62"	"11"	0
"10"	"62"	"11"	1
"1"	"63"	"11"	5
"2"	"63"	"11"	0
"3"	"63"	"11"	20
"4"	"63"	"11"	9
"5"	"63"	"11"	4
"6"	"63"	"11"	1
"7"	"63"	"11"	3
"8"	"63"	"11"	0
"9"	"63"	"11"	0
"10"	"63"	"11"	0
"1"	"64"	"11"	9
"2"	"64"	"11"	0
"3"	"64"	"11"	1
"4"	"64"	"11"	10
"5"	"64"	"11"	0
"6"	"64"	"11"	0
"7"	"64"	"11"	1
"8"	"64"	"11"	0
"9"	"64"	"11"	0
"10"	"64"	"11"	0
"1"	"65"	"11"	0
"2"	"65"	"11"	3
"3"	"65"	"11"	0
"4"	"65"	"11"	9
"5"	"65"	"11"	1
"6"	"65"	"11"	2
"7"	"65"	"11"	1
"8"	"65"	"11"	0
"9"	"65"	"11"	1
"10"	"65"	"11"	1
"1"	"66"	"11"	1
"2"	"66"	"11"	0
"3"	"66"	"11"	0
"4"	"66"	"11"	2
"5"	"66"	"11"	0
"6"	"66"	"11"	0
"7"	"66"	"11"	0
"8"	"66"	"11"	1
"9"	"66"	"11"	0
"10"	"66"	"11"	0
"1"	"67"	"11"	4
"2"	"67"	"11"	3
"3"	"67"	"11"	4
"4"	"67"	"11"	4
"5"	"67"	"11"	0
"6"	"67"	"11"	0
"7"	"67"	"11"	0
"8"	"67"	"11"	0
"9"	"67"	"11"	0
"10"	"67"	"11"	0
"1"	"68"	"11"	NA
"2"	"68"	"11"	NA
"3"	"68"	"11"	NA
"4"	"68"	"11"	NA
"5"	"68"	"11"	NA
"6"	"68"	"11"	NA
"7"	"68"	"11"	NA
"8"	"68"	"11"	NA
"9"	"68"	"11"	NA
"10"	"68"	"11"	NA
"1"	"69"	"11"	5
"2"	"69"	"11"	2
"3"	"69"	"11"	11
"4"	"69"	"11"	1
"5"	"69"	"11"	0
"6"	"69"	"11"	0
"7"	"69"	"11"	2
"8"	"69"	"11"	0
"9"	"69"	"11"	0
"10"	"69"	"11"	0
"1"	"70"	"11"	0
"2"	"70"	"11"	0
"3"	"70"	"11"	0
"4"	"70"	"11"	0
"5"	"70"	"11"	0
"6"	"70"	"11"	0
"7"	"70"	"11"	4
"8"	"70"	"11"	14
"9"	"70"	"11"	10
"10"	"70"	"11"	22
"1"	"71"	"11"	3
"2"	"71"	"11"	0
"3"	"71"	"11"	0
"4"	"71"	"11"	0
"5"	"71"	"11"	0
"6"	"71"	"11"	0
"7"	"71"	"11"	16
"8"	"71"	"11"	22
"9"	"71"	"11"	2
"10"	"71"	"11"	6
"1"	"72"	"11"	1
"2"	"72"	"11"	0
"3"	"72"	"11"	0
"4"	"72"	"11"	0
"5"	"72"	"11"	0
"6"	"72"	"11"	0
"7"	"72"	"11"	0
"8"	"72"	"11"	1
"9"	"72"	"11"	2
"10"	"72"	"11"	2
"1"	"73"	"11"	0
"2"	"73"	"11"	0
"3"	"73"	"11"	0
"4"	"73"	"11"	0
"5"	"73"	"11"	0
"6"	"73"	"11"	0
"7"	"73"	"11"	0
"8"	"73"	"11"	0
"9"	"73"	"11"	0
"10"	"73"	"11"	0
"1"	"74"	"11"	NA
"2"	"74"	"11"	NA
"3"	"74"	"11"	NA
"4"	"74"	"11"	NA
"5"	"74"	"11"	NA
"6"	"74"	"11"	NA
"7"	"74"	"11"	NA
"8"	"74"	"11"	NA
"9"	"74"	"11"	NA
"10"	"74"	"11"	NA
"1"	"75"	"11"	3
"2"	"75"	"11"	0
"3"	"75"	"11"	5
"4"	"75"	"11"	0
"5"	"75"	"11"	0
"6"	"75"	"11"	0
"7"	"75"	"11"	1
"8"	"75"	"11"	1
"9"	"75"	"11"	1
"10"	"75"	"11"	7
"1"	"76"	"11"	0
"2"	"76"	"11"	0
"3"	"76"	"11"	0
"4"	"76"	"11"	0
"5"	"76"	"11"	0
"6"	"76"	"11"	0
"7"	"76"	"11"	1
"8"	"76"	"11"	26
"9"	"76"	"11"	0
"10"	"76"	"11"	14
"1"	"77"	"11"	0
"2"	"77"	"11"	0
"3"	"77"	"11"	0
"4"	"77"	"11"	0
"5"	"77"	"11"	0
"6"	"77"	"11"	0
"7"	"77"	"11"	2
"8"	"77"	"11"	15
"9"	"77"	"11"	0
"10"	"77"	"11"	11
"1"	"78"	"11"	0
"2"	"78"	"11"	0
"3"	"78"	"11"	0
"4"	"78"	"11"	0
"5"	"78"	"11"	0
"6"	"78"	"11"	0
"7"	"78"	"11"	0
"8"	"78"	"11"	12
"9"	"78"	"11"	6
"10"	"78"	"11"	20
"1"	"79"	"11"	1
"2"	"79"	"11"	0
"3"	"79"	"11"	0
"4"	"79"	"11"	0
"5"	"79"	"11"	0
"6"	"79"	"11"	0
"7"	"79"	"11"	0
"8"	"79"	"11"	25
"9"	"79"	"11"	0
"10"	"79"	"11"	24
"1"	"80"	"11"	3
"2"	"80"	"11"	17
"3"	"80"	"11"	24
